"","item_num","period","sub_id","int","target","alpha","difference","abs_diff","gamma","timeID","phase","slope_change","p","response"
"20",1082,5,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16220,0,0,0.226602945645673,0
"21",1082,6,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16221,1,0,0.321733781977991,0
"22",1082,7,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16222,1,1,0.379340942663955,0
"23",1082,8,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16223,1,2,0.440562961184301,0
"24",1082,9,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16224,1,3,0.503647754222099,0
"25",1082,10,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16225,1,4,0.566616619026431,0
"26",1082,11,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16226,1,5,0.627505245647804,1
"27",1082,12,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16227,1,6,0.684601063038634,1
"28",1082,13,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16228,1,7,0.736618559533412,1
"29",1082,14,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16229,1,8,0.78277910784529,1
"30",1082,15,"266",-2.98180258718545,227,-1.90597331640537,-0.375829270780079,0.375829270780079,1.20990407885984,16230,1,9,0.822795706762703,1
"31",1083,1,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16231,0,0,0.200389196761273,0
"32",1083,2,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16232,0,0,0.204451073263271,0
"33",1083,3,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16233,0,0,0.208573807409718,0
"34",1083,4,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16234,0,0,0.212757442997155,0
"35",1083,5,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16235,0,0,0.217001986009981,0
"36",1083,6,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16236,1,0,0.309716321537258,0
"37",1083,7,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16237,1,1,0.366333898152946,0
"38",1083,8,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16238,1,2,0.426900580461849,0
"39",1083,9,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16239,1,3,0.489741650840945,0
"40",1083,10,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16240,1,4,0.552908620898053,0
"41",1083,11,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16241,1,5,0.614412562148021,0
"42",1083,12,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16242,1,6,0.672467730631349,0
"43",1083,13,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16243,1,7,0.725684499924834,1
"44",1083,14,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16244,1,8,0.773171268735714,1
"45",1083,15,"266",-2.98180258718545,500,-1.86175198785471,-0.420050599330734,0.420050599330734,1.20990407885984,16245,1,9,0.814538478953603,1
"46",1084,1,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16246,0,0,0.193163798236967,0
"47",1084,2,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16247,0,0,0.197115320413987,0
"48",1084,3,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16248,0,0,0.201127527614959,0
"49",1084,4,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16249,0,0,0.205200529400333,0
"50",1084,5,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16250,0,0,0.209334399613858,0
"51",1084,6,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16251,1,0,0.300028037505958,0
"52",1084,7,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16252,1,1,0.355787395888037,0
"53",1084,8,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16253,1,2,0.415754445765418,0
"54",1084,9,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16254,1,3,0.478324181010038,0
"55",1084,10,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16255,1,4,0.541581551166765,0
"56",1084,11,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16256,1,5,0.603526356508808,1
"57",1084,12,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16257,1,6,0.66231975950895,1
"58",1084,13,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16258,1,7,0.716490213537413,0
"59",1084,14,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16259,1,8,0.765053303726948,0
"60",1084,15,"266",-2.98180258718545,363,-1.82540978004668,-0.456392807138766,0.456392807138766,1.20990407885984,16260,1,9,0.807532461369312,1
"61",1085,1,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16261,0,0,0.191920234738468,1
"62",1085,2,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16262,0,0,0.195852492718632,1
"63",1085,3,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16263,0,0,0.199845393599367,1
"64",1085,4,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16264,0,0,0.20389905805016,1
"65",1085,5,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16265,0,0,0.208013571396394,0
"66",1085,6,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16266,1,0,0.298350895586575,1
"67",1085,7,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16267,1,1,0.353956175834916,1
"68",1085,8,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16268,1,2,0.413812839336587,1
"69",1085,9,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16269,1,3,0.476328600795952,1
"70",1085,10,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16270,1,4,0.539595036130157,1
"71",1085,11,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16271,1,5,0.601610814063625,1
"72",1085,12,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16272,1,6,0.660528497843976,0
"73",1085,13,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16273,1,7,0.714862595657028,1
"74",1085,14,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16274,1,8,0.763612502079804,1
"75",1085,15,"266",-2.98180258718545,165,-1.8190514493514,-0.462751137834052,0.462751137834052,1.20990407885984,16275,1,9,0.806286201692232,0
"76",1086,1,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16276,0,0,0.191677377400329,0
"77",1086,2,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16277,0,0,0.195605863952483,0
"78",1086,3,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16278,0,0,0.199594984749016,1
"79",1086,4,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16279,0,0,0.203644862621344,1
"80",1086,5,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16280,0,0,0.207755585129931,1
"81",1086,6,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16281,1,0,0.298023029919686,1
"82",1086,7,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16282,1,1,0.353597998651047,1
"83",1086,8,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16283,1,2,0.413432853484646,1
"84",1086,9,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16284,1,3,0.475937818202672,0
"85",1086,10,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16285,1,4,0.539205793241376,1
"86",1086,11,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16286,1,5,0.601235255110304,1
"87",1086,12,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16287,1,6,0.660177107419464,1
"88",1086,13,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16288,1,7,0.714543141321351,1
"89",1086,14,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16289,1,8,0.763329582673814,1
"90",1086,15,"266",-2.98180258718545,74,-1.81780605970774,-0.46399652747771,0.46399652747771,1.20990407885984,16290,1,9,0.806041383302818,1
"91",1087,1,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16291,0,0,0.177410017641273,0
"92",1087,2,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16292,0,0,0.181111608126705,0
"93",1087,3,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16293,0,0,0.18487307328002,0
"94",1087,4,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16294,0,0,0.188694658183132,0
"95",1087,5,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16295,0,0,0.192576577153898,0
"96",1087,6,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16296,1,0,0.278567877432934,0
"97",1087,7,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16297,1,1,0.332231921601864,0
"98",1087,8,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16298,1,2,0.390636206796151,1
"99",1087,9,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16299,1,3,0.452352561155678,1
"100",1087,10,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16300,1,4,0.515569729065828,0
"101",1087,11,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16301,1,5,0.578292526165693,1
"102",1087,12,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16302,1,6,0.638587065302886,1
"103",1087,13,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16303,1,7,0.694810395157059,1
"104",1087,14,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16304,1,8,0.74576939026396,1
"105",1087,15,"266",-2.98180258718545,187,-1.74241121978538,-0.539391367400071,0.539391367400071,1.20990407885984,16305,1,9,0.790781668707321,1
"106",1088,1,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16306,0,0,0.166866038941696,0
"107",1088,2,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16307,0,0,0.170393203924159,0
"108",1088,3,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16308,0,0,0.173979355870643,0
"109",1088,4,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16309,0,0,0.177624823343828,0
"110",1088,5,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16310,0,0,0.181329907699911,0
"111",1088,6,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16311,1,0,0.263940876878012,0
"112",1088,7,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16312,1,1,0.316021460190918,1
"113",1088,8,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16313,1,2,0.373168543179071,1
"114",1088,9,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16314,1,3,0.434091117523918,0
"115",1088,10,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16315,1,4,0.497072603384184,1
"116",1088,11,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16316,1,5,0.5601471257336,0
"117",1088,12,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16317,1,6,0.621337258503768,1
"118",1088,13,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16318,1,7,0.678894711111339,0
"119",1088,14,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16319,1,8,0.731484203013553,0
"120",1088,15,"266",-2.98180258718545,326,-1.68358071250563,-0.598221874679819,0.598221874679819,1.20990407885984,16320,1,9,0.778273743953516,0
"121",1089,1,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16321,0,0,0.165029641896415,0
"122",1089,2,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16322,0,0,0.168525841584902,0
"123",1089,3,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16323,0,0,0.172080844423645,0
"124",1089,4,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16324,0,0,0.175694992837313,0
"125",1089,5,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16325,0,0,0.179368602679671,0
"126",1089,6,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16326,1,0,0.26137130719324,0
"127",1089,7,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16327,1,1,0.313160582063514,0
"128",1089,8,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16328,1,2,0.370070234183677,0
"129",1089,9,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16329,1,3,0.430834648708078,0
"130",1089,10,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16330,1,4,0.493755894322193,0
"131",1089,11,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16331,1,5,0.556875562009371,0
"132",1089,12,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16332,1,6,0.618210611730506,0
"133",1089,13,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16333,1,7,0.675995491934526,0
"134",1089,14,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16334,1,8,0.728870177562384,1
"135",1089,15,"266",-2.98180258718545,287,-1.67303381189077,-0.608768775294673,0.608768775294673,1.20990407885984,16335,1,9,0.775975717387717,0
"136",1090,1,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16336,0,0,0.164331489955693,0
"137",1090,2,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16337,0,0,0.167815871764204,0
"138",1090,3,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16338,0,0,0.171358984536133,0
"139",1090,4,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16339,0,0,0.174961175910233,0
"140",1090,5,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16340,0,0,0.178622767197078,0
"141",1090,6,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16341,1,0,0.260392689507366,1
"142",1090,7,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16342,1,1,0.312069982532045,1
"143",1090,8,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16343,1,2,0.368887888078698,0
"144",1090,9,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16344,1,3,0.42959056018919,1
"145",1090,10,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16345,1,4,0.492487328113625,1
"146",1090,11,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16346,1,5,0.555622813572068,1
"147",1090,12,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16347,1,6,0.617012008157403,1
"148",1090,13,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16348,1,7,0.674882895732825,0
"149",1090,14,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16349,1,8,0.727866054703192,1
"150",1090,15,"266",-2.98180258718545,337,-1.66899944937864,-0.612803137806803,0.612803137806803,1.20990407885984,16350,1,9,0.77509221735468,0
"151",1091,1,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16351,0,0,0.143553444671515,0
"152",1091,2,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16352,0,0,0.146674588722123,0
"153",1091,3,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16353,0,0,0.149851719386429,0
"154",1091,4,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16354,0,0,0.153085323922612,0
"155",1091,5,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16355,0,0,0.156375870682658,0
"156",1091,6,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16356,1,0,0.230823570640482,0
"157",1091,7,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16357,1,1,0.278845041470286,0
"158",1091,8,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16358,1,2,0.332537867925825,1
"159",1091,9,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16359,1,3,0.390964447465367,0
"160",1091,10,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16360,1,4,0.45269413484118,1
"161",1091,11,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16361,1,5,0.515914068785388,1
"162",1091,12,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16362,1,6,0.578628720012768,0
"163",1091,13,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16363,1,7,0.638905205536128,1
"164",1091,14,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16364,1,8,0.69510267386107,1
"165",1091,15,"266",-2.98180258718545,220,-1.54202157422543,-0.739781012960016,0.739781012960016,1.20990407885984,16365,1,9,0.746030704468727,0
"166",1092,1,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16366,0,0,0.13746777979492,0
"167",1092,2,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16367,0,0,0.140478311979024,1
"168",1092,3,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16368,0,0,0.143543802324809,1
"169",1092,4,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16369,0,0,0.146664772632335,0
"170",1092,5,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16370,0,0,0.149841728006266,0
"171",1092,6,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16371,1,0,0.221997236138956,0
"172",1092,7,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16372,1,1,0.268824208631264,0
"173",1092,8,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16373,1,2,0.321447559805739,1
"174",1092,9,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16374,1,3,0.379032110834054,0
"175",1092,10,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16375,1,4,0.440239640629816,1
"176",1092,11,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16376,1,5,0.503319789635945,0
"177",1092,12,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16377,1,6,0.566294432408214,1
"178",1092,13,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16378,1,7,0.627198542555407,0
"179",1092,14,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16379,1,8,0.684317721032165,0
"180",1092,15,"266",-2.98180258718545,467,-1.5019592294079,-0.779843357777543,0.779843357777543,1.20990407885984,16380,1,9,0.736363952356284,0
"181",1093,1,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16381,0,0,0.137179473963743,0
"182",1093,2,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16382,0,0,0.140184718450005,0
"183",1093,3,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16383,0,0,0.143244869779964,0
"184",1093,4,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16384,0,0,0.146360451311322,0
"185",1093,5,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16385,0,0,0.149531969811111,1
"186",1093,6,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16386,1,0,0.221577191777086,1
"187",1093,7,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16387,1,1,0.268346122556529,1
"188",1093,8,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16388,1,2,0.320916962481581,0
"189",1093,9,"266",-2.98180258718545,341,-1.50002468031835,-0.781777906867095,0.781777906867095,1.20990407885984,16389,1,3,0.378459476356114,0
